ID,Predicted_LifeExpectancy
430,78.36280579695173
431,77.97842517677455
432,77.26291932426008
433,78.5921710260854
434,72.6871344083008
435,71.3115500899602
436,71.6524266847897
437,71.22877408982438
438,71.5067710099303
439,70.02280401061921
440,70.15221360332407
441,70.30819437880444
442,70.58176527283331
443,70.40468002767878
444,70.05386151729161
445,69.95421617021907
446,69.62032600166285
447,68.79114497470246
448,68.84232268456395
449,68.50319105238
450,69.70452617617639
451,75.75812069143916
452,75.81807724240298
453,74.3210254666815
454,74.32105191680054
455,74.94722237097912
456,74.65117633935225
457,74.2797952376327
458,74.07698248783316
459,73.17526541616581
460,70.92277721586555
461,71.36629581669445
462,70.99335787836358
463,58.11387284636592
464,57.87432686322094
465,57.782554028427
466,57.618349761421655
467,66.59515639623757
468,69.82133617378346
469,69.07974622845214
470,69.3832656069923
471,67.43436608518468
472,64.95983718013204
473,60.86866760891377
474,61.33032635041724
475,63.94047384433887
476,67.53564949577867
477,63.00376155739099
478,63.25287946884626
479,62.713341288023486
480,62.55592482992148
481,61.8713033574181
482,62.15206306128951
483,83.43863097510535
484,82.23327517591434
485,84.51138153238378
486,81.72766466446296
487,81.06296116827428
488,80.90380827158117
489,80.57119274049964
490,82.7417509070298
491,82.28334213126939
492,81.7828859784839
493,81.42405063760347
494,81.29254898006113
495,82.40514386011787
496,80.56371002415048
497,80.3794351907809
498,80.12266037952764
499,81.32055419944379
500,81.22039881213493
501,82.88395290075763
502,82.33083507935459
503,82.71412340404251
504,82.50295622964941
505,80.41279613019069
506,82.06177265919558
507,80.17635329479674
508,80.08697627164165
509,79.91559779540333
510,79.60871026658157
511,76.06680594017291
512,75.48701187493978
513,76.59552363990704
514,76.3675109050262
515,74.14079323336674
516,75.1050672393387
517,75.92990049651144
518,75.87739240932592
519,74.8742246416169
520,74.69342452822539
521,74.7634734006858
522,73.77349675398278
523,70.25195084387101
524,70.11302065646947
525,71.70740948756401
526,70.92147866421217
527,70.54265212256166
528,73.03572449014621
529,70.24454376901414
530,64.80030096437636
531,70.88482126678295
532,70.7764485367961
533,70.59492307260115
534,71.8899313788259
535,74.34688666850192
536,71.38111742252221
537,70.83390106341105
538,70.81769546023594
539,71.07520042742175
540,70.9708874028405
541,70.92106466968355
542,70.49167073017497
543,70.54762336276326
544,69.02933923335618
545,71.67559508100973
546,69.56615691109786
547,80.18535649218231
548,82.47176095871629
549,80.13362890943918
550,79.55489295160274
551,79.46929352697967
552,81.47128491002394
553,78.70155142583374
554,80.5673829710087
555,77.89708171043927
556,77.5274495090303
557,77.20531333869559
558,77.57738084436909
559,77.53349871386752
560,77.01947366849191
561,76.64865424411337
562,76.36020952730556
563,78.70593775680237
564,79.22319309853552
565,76.8679308656204
566,78.96427160406628
567,78.38383809255726
568,74.21154858270367
569,77.02532839179429
570,77.8823987866136
571,73.99539053051987
572,74.59505123862033
573,76.69696664478272
574,75.95438142456646
575,74.98506972238343
576,73.39190922171741
577,73.22572548201123
578,71.6130827159335
579,76.84124224728424
580,76.19987726856968
581,78.0907382259104
582,78.22413040846223
583,77.59814893900241
584,77.84564927064199
585,77.43017037570442
586,77.34503942279974
587,77.2850279570406
588,76.39092646924846
589,75.77513565481823
590,75.83962408368876
591,75.12912824919519
592,74.92147181625202
593,74.74285130070348
594,74.63715180819494
595,74.01427115737934
596,73.13206312439422
597,73.01241387904443
598,72.93373411559816
599,72.64070970880351
600,74.40011929986969
601,72.69401267135115
602,72.42590666944434
603,72.23465858084168
604,75.04954603256294
605,71.70269861668845
606,71.47585357320429
607,71.12773768273311
608,70.78626131986607
609,70.5521446980307
610,70.22048577585016
611,64.51892238987898
612,72.86191941939902
613,71.84896362047107
614,71.91633651208656
615,71.68966832643883
616,70.9626650513533
617,71.67417801086125
618,70.2185920468448
619,70.2709043915784
620,69.12450336614395
621,68.14553963242508
622,73.32432733267555
623,69.82474800035519
624,71.41375296645677
625,71.15561534907053
626,70.90772340457437
627,74.41223206391919
628,73.92255583031096
629,75.1189279148191
630,75.40869045299539
631,74.68987236036233
632,74.55217506919067
633,74.56803338022738
634,74.39965041329896
635,74.22423167503337
636,74.19463723328485
637,73.5047419347527
638,73.66880968601978
639,72.70156883911466
640,72.42055734834207
641,72.57934765499388
642,72.46114558635958
643,72.14945312788163
644,73.0987294714065
645,74.43136348828764
646,71.8314374015697
647,71.48104544821842
648,73.13263972212681
649,75.04439023569674
650,71.34167445034157
651,71.95845974135679
652,72.146676546431
653,70.74541430841825
654,70.16285631577901
655,70.87832111281435
656,70.96598080598142
657,71.57965615387815
658,70.46799010170076
659,65.9304989147615
660,80.43455130090621
661,78.46157343991038
662,78.23659866787588
663,78.13995526779581
664,77.96026563220931
665,77.73676926652251
666,77.53054319359157
667,77.45092969150201
668,79.58176947748095
669,76.7756827144755
670,76.57980796644708
671,76.30551360862805
672,75.99847535589038
673,75.93649045786225
674,75.79807255421301
675,74.36216685803691
676,67.68908245966702
677,68.02017170253987
678,68.19371696809188
679,68.23759130660846
680,68.21321434631173
681,64.83566817810637
682,67.53610236457158
683,67.19312184435162
684,68.13226007865416
685,70.90918544129343
686,68.3139801331204
687,66.85224593960362
688,64.28605671198616
689,68.45717379476713
690,64.1495703877687
691,64.34837574722434
692,60.18320271568567
693,59.947832083290905
694,59.82619913490606
695,59.31893662315386
696,59.36763311225093
697,59.29874180106597
698,58.916705404626214
699,57.76076455267605
700,62.46639432319057
701,57.22969149639712
702,58.12787113049913
703,56.309776825650914
704,56.25102637502329
705,56.0555523790257
706,57.446091356376456
707,57.329743921525306
708,66.95431395884955
709,65.05818155466056
710,64.9088371541682
711,69.44315502157093
712,60.91605000729058
713,59.43565514531633
714,54.81291297625879
715,52.65365438811142
716,50.267279203569586
717,49.92729320540039
718,48.04839671607408
719,47.258757442657284
720,46.26096733717539
721,45.67996101148728
722,49.79189061862027
723,51.60529065940946
724,70.6753062561366
725,70.39429791507382
726,70.22856752617159
727,70.03371191000869
728,69.45900690309105
729,69.82743674635506
730,68.57735457694238
731,68.7130797944485
732,69.10303474875462
733,68.85364399411407
734,68.85510013420381
735,67.09901712944978
736,68.40289787340132
737,68.1844602922377
738,70.66427457970377
739,67.2419897697535
740,65.85429013900455
741,65.16593615994714
742,64.80185942219899
743,64.58171304193027
744,64.66154155418567
745,60.238526642668745
746,63.65349486739228
747,63.426623653338225
748,63.32130928485989
749,67.5492168211359
750,62.37266531129234
751,61.62860047708523
752,61.13949820524746
753,57.78992130546982
754,60.68242131044124
755,60.26587222734679
756,63.32467911311389
757,64.24610655178614
758,70.23640332029518
759,71.01397864874323
760,68.4901421756285
761,68.15431546388908
762,68.12709384046568
763,69.28401248908901
764,67.92480972835332
765,67.67737350911091
766,67.34627153561681
767,69.38693930833423
768,69.11045136657188
769,69.03834432946644
770,68.80319449830876
771,68.745818076733
772,69.72163613759625
773,70.4318898507832
774,70.28861318011226
775,70.0248179057831
776,69.98974538692127
777,69.61968355656046
778,69.41429155000895
779,68.70044263634182
780,68.51006495061415
781,68.02128554508644
782,67.70015723892894
783,68.0056159727213
784,67.54995050925908
785,67.17889300043169
786,67.03738954826153
787,66.71147337993403
788,71.92510260843918
789,70.63773130839161
790,73.06420230877492
791,72.56969543752237
792,75.43843376139588
793,72.88905330502439
794,72.60596277758881
795,72.77416872797619
796,71.09682893175372
797,70.9877037409631
798,73.9365415302602
799,69.84661979459293
800,69.24284637340475
801,71.49565974945932
802,71.46332649061122
803,71.53015593868136
804,75.35385723075808
805,73.57266148122196
806,74.91496006297004
807,74.72026263601356
808,74.63467413469832
809,74.35581778924427
810,74.50162832401045
811,74.19150565408535
812,74.0729515371041
813,73.98488575126632
814,73.643346670966
815,73.31702734833226
816,71.83529051377087
817,72.76211153002032
818,72.84767854374144
819,70.44591567712445
820,64.77743788432426
821,67.77205610013647
822,61.21468159317695
823,60.3918107056825
824,61.24506771931274
825,57.531639870709654
826,59.31529412910933
827,65.3049039836157
828,63.8436920963255
829,64.2842720556352
830,55.7768526762307
831,54.66497633977147
832,63.017491606700474
833,52.38835193650891
834,51.23617853823461
835,49.77450692874132
836,76.27769770106144
837,76.1744431495637
838,75.9911203091753
839,75.14251175684777
840,75.76462801911612
841,75.46132231280589
842,73.80582152458783
843,73.42334843103049
844,74.4741671291556
845,74.66282792091175
846,74.27458056234642
847,74.12111728309446
848,73.7998606280083
849,73.68530364377847
850,73.82070751880548
851,70.62269936937895
852,62.365639717234416
853,61.97954237234964
854,60.49772227697346
855,58.292552758979696
856,55.90471771605203
857,52.85257808315083
858,49.15539082511981
859,46.81232827518082
860,56.61506641608841
861,53.95058644059537
862,39.51148151220312
863,37.45624100192751
864,35.21690005834418
865,49.59013786308918
866,35.416434130724596
867,33.803486021366524
